AC009113.1	[["89215700","89215936"]]	TP53	[["7661779","7674182"]]
AC009119.1	[["83804786","83805024"]]	TP53	[["7661779","7674182"]]
AC009120.2	[["74308720","74308849"]]	TP53	[["7661887","7674182"]]
AC009126.1	[["96872951","96873186"]]	TP53	[["7661781","7674182"]]
AC009318.1	[["29279950","29280181"]]	TP53	[["7661786","7674182"]]
AC009403.1	[["155642380","155642613"]]	TP53	[["7661785","7674182"]]
AC009434.1	[["70562504","70562713"]]	TP53	[["7661806","7662014"]]
AC009502.1	[["219686783","219686967"]]	TP53	[["7661831","7674182"]]
AC009779.3	[["55722567","55722783"]]	TP53	[["7661793","7662005"]]
AC010198.2	[["30807939","30808161"]]	TP53	[["7661780","7662001"]]
AC010319.1	[["17417369","17417605"]]	TP53	[["7661779","7662014"]]
AC010329.2	[["20696564","20696803"]]	TP53	[["7661779","7674182"]]
AC010401.1	[["13933472","13933706"]]	TP53	[["7661780","7662014"]]
AC010422.4	[["12529768","12529984"]]	TP53	[["7661779","7661992"]]
AC010605.1	[["39024541","39024780"]]	TP53	[["7661779","7674182"]]
AC010867.1	[["54049988","54050217"]]	TP53	[["7661779","7662005"]]
AC010913.1	[["73115605","73115843"]]	TP53	[["7661779","7674182"]]
AC010975.1	[["79493379","79493598"]]	TP53	[["7661796","7674182"]]
AC011287.1	[["13704285","13704513"]]	TP53	[["7661788","7674182"]]
AC011365.1	[["168709117","168709352"]]	TP53	[["7661779","7674182"]]
AC011453.1	[["53763594","53763833"]]	TP53	[["7661780","7674182"]]
AC011466.1	[["48213393","48213630"]]	TP53	[["7661779","7674182"]]
AC011475.1	[["10598504","10598741"]]	TP53	[["7661779","7674182"]]
AC011481.3	[["44911779","44912017"]]	TP53	[["7661779","7674182"]]
AC011558.1	[["1038729","1038830"]]	TP53	[["7661918","7674182"]]
AC011773.3	[["85243455","85243680"]]	TP53	[["7661790","7674182"]]
AC012020.1	[["108039861","108039916"]]	TP53	[["7661962","7674182"]]
AC012184.3	[["70346377","70346607"]]	TP53	[["7661779","7674182"]]
AC012291.2	[["84746654","84746808"]]	TP53	[["7661864","7674182"]]
AC012325.1	[["66334566","66334799"]]	TP53	[["7661785","7674182"]]
AC012470.1	[["116276530","116276757"]]	TP53	[["7661779","7662005"]]
AC012485.3	[["238299032","238299228"]]	TP53	[["7661831","7674182"]]
AC012533.1	[["80928334","80928547"]]	TP53	[["7661803","7674182"]]
AC012645.4	[["30111694","30111929"]]	TP53	[["7661782","7674182"]]
AC013549.3	[["12848876","12849297"]]	TP53	[["7661809","7662007"]]
AC015871.4	[["79876808","79877037"]]	TP53	[["7661785","7662014"]]
AC015911.9	[["35561543","35562075"]]	TP53	[["7661779","7661957"]]
AC016027.2	[["18004952","18005185"]]	TP53	[["7661779","7662010"]]
AC016251.1	[["96288994","96289236"]]	TP53	[["7661779","7674182"]]
AC016596.1	[["56002188","56002417"]]	TP53	[["7661785","7674182"]]
AC016642.1	[["58741766","58814661"]]	TP53	[["7661780","7674182"]]
AC016907.2	[["30142949","30143186"]]	TP53	[["7661779","7674182"]]
AC017104.3	[["231452384","231452606"]]	TP53	[["7661796","7674182"]]
AC017116.2	[["44011883","44011989"]]	TP53	[["7661908","7662014"]]
AC018765.1	[["29980145","29980385"]]	TP53	[["7661779","7674182"]]
AC019131.3	[["98964730","98964772"]]	TP53	[["7661964","7662005"]]
AC019205.1	[["73275954","73276193"]]	TP53	[["7661780","7674182"]]
AC020658.6	[["40259553","40259786"]]	TP53	[["7661779","7662011"]]
AC020763.2	[["70768982","70769072"]]	TP53	[["7661925","7674182"]]
AC020912.1	[["31126580","31126819"]]	TP53	[["7661779","7674182"]]
AC020916.1	[["13828176","13828373"],["13829352","13829590"]]	TP53	[["7661779","7674182"]]
AC021752.1	[["50890288","50890524"]]	TP53	[["7661779","7674182"]]
AC022107.1	[["69186852","69187084"]]	TP53	[["7661779","7662010"]]
AC022973.2	[["129950331","129950545"]]	TP53	[["7661803","7674182"]]
AC023282.1	[["120823831","120824069"]]	TP53	[["7661779","7674182"]]
AC023796.1	[["24774521","24774615"]]	TP53	[["7661923","7674182"]]
AC025159.1	[["69901937","69902138"],["70238556","70238781"]]	TP53	[["7661779","7662004"]]
AC025262.2	[["64710324","64710513"]]	TP53	[["7661826","7674182"]]
AC026254.2	[["27334260","27334377"]]	TP53	[["7661806","7661923"]]
AC026341.1	[["115193551","115193652"]]	TP53	[["7661900","7662005"]]
AC026979.4	[["30192429","30192599"]]	TP53	[["7661848","7674182"]]
AC027097.2	[["57729574","57729795"]]	TP53	[["7661785","7662004"]]
AC027176.3	[["89951193","89951299"]]	TP53	[["7661909","7674182"]]
AC027290.2	[["122878122","122878357"],["122883506","122883734"]]	TP53	[["7661779","7674182"]]
AC040168.1	[["55984682","55984920"],["56169989","56189505"]]	TP53	[["7661779","7674182"]]
AC044798.3	[["49075353","49075592"]]	TP53	[["7661779","7674182"]]
AC044839.2	[["45722938","45723182"],["45746537","45746774"]]	TP53	[["7661779","7674182"]]
AC055713.1	[["123578008","123578231"]]	TP53	[["7661786","7674182"]]
AC055872.2	[["6373853","6373964"]]	TP53	[["7661890","7662001"]]
AC067930.8	[["143544903","143545125"]]	TP53	[["7661793","7674182"]]
AC067931.2	[["140591881","140592120"]]	TP53	[["7661779","7674182"]]
AC067942.4	[["82612235","82614637"]]	TP53	[["7661781","7662014"]]
AC068254.2	[["69662044","69662236"]]	TP53	[["7661825","7674182"]]
AC068389.1	[["60634967","60635203"]]	TP53	[["7661779","7674182"]]
AC068491.4	[["111324433","111324663"]]	TP53	[["7661787","7674182"]]
AC068587.4	[["12469219","12469448"]]	TP53	[["7661793","7674182"]]
AC068888.1	[["53013548","53013778"]]	TP53	[["7661785","7674182"]]
AC068888.2	[["53013559","53013778"]]	TP53	[["7661785","7662005"]]
AC069228.1	[["81474391","81474539"]]	TP53	[["7661859","7662007"]]
AC069277.1	[["6558431","6558668"]]	TP53	[["7661779","7674182"]]
AC073611.2	[["53298897","53299110"]]	TP53	[["7661804","7674182"]]
AC078846.1	[["129606582","129606820"],["129610197","129610431"]]	TP53	[["7661779","7674182"]]
AC078850.2	[["128583028","128583266"]]	TP53	[["7661779","7674182"]]
AC079414.3	[["78123483","78123701"]]	TP53	[["7661786","7662005"]]
AC080089.1	[["119687687","119687926"]]	TP53	[["7661779","7674182"]]
AC083805.1	[["57872746","57872869"]]	TP53	[["7661886","7662009"]]
AC084024.1	[["38124249","38124467"]]	TP53	[["7661803","7674182"]]
AC084024.4	[["38223984","38224201"]]	TP53	[["7661785","7662002"]]
AC087500.1	[["5223561","5223806"],["5235718","5235956"]]	TP53	[["7661779","7674182"]]
AC087501.2	[["9464743","9467141"]]	TP53	[["7661781","7662010"]]
AC087501.4	[["9554677","9554904"]]	TP53	[["7661779","7662005"]]
AC087516.2	[["36443596","36443826"]]	TP53	[["7661789","7674182"]]
AC087762.2	[["100782519","100782755"]]	TP53	[["7661779","7674182"]]
AC089984.1	[["71798246","71798326"]]	TP53	[["7661922","7662001"]]
AC090983.1	[["24849024","24849187"]]	TP53	[["7661849","7674182"]]
AC091180.2	[["49366469","49366693"]]	TP53	[["7661793","7674182"]]
AC091729.3	[["1162037","1162268"]]	TP53	[["7661780","7662010"]]
AC092119.2	[["21950386","21950631"]]	TP53	[["7661779","7674182"]]
AC092134.2	[["77800847","77801085"]]	TP53	[["7661779","7674182"]]
AC092268.2	[["41008469","41008700"]]	TP53	[["7661786","7674182"]]
AC092279.1	[["24051176","24051416"],["24058428","24058664"]]	TP53	[["7661779","7674182"]]
AC092718.3	[["81060412","81060566"]]	TP53	[["7661863","7674182"]]
AC092718.7	[["80983743","80983981"]]	TP53	[["7661779","7674182"]]
AC092944.1	[["157177059","157177296"]]	TP53	[["7661781","7674182"]]
AC092958.1	[["147942774","147943014"]]	TP53	[["7661779","7674182"]]
AC093484.4	[["16440612","16440871"]]	TP53	[["7661925","7674182"]]
AC093639.3	[["183898284","183898499"]]	TP53	[["7661785","7662002"]]
AC093843.2	[["220812576","220812812"]]	TP53	[["7661779","7674183"]]
AC093884.1	[["223757390","223757544"]]	TP53	[["7661863","7674182"]]
AC096564.2	[["107938924","107940121"]]	TP53	[["7661817","7674182"]]
AC096570.1	[["21944971","21946551"]]	TP53	[["7661785","7674183"]]
AC097460.1	[["99951591","99951798"]]	TP53	[["7661786","7661993"]]
AC097662.1	[["227235816","227236030"]]	TP53	[["7661803","7674182"]]
AC098936.1	[["205468497","205468731"]]	TP53	[["7661781","7674182"]]
AC100788.2	[["78898756","78898994"]]	TP53	[["7661779","7674182"]]
AC100827.3	[["72590985","72591219"]]	TP53	[["7661779","7674182"]]
AC100830.1	[["64719356","64719602"]]	TP53	[["7661779","7674182"]]
AC103739.3	[["90631489","90631726"]]	TP53	[["7661779","7674182"]]
AC104135.1	[["74919606","74919800"]]	TP53	[["7661815","7662005"]]
AC104452.1	[["49423875","49424107"]]	TP53	[["7661785","7674182"]]
AC104581.4	[["7862499","7862721"]]	TP53	[["7661796","7674182"]]
AC104623.2	[["16542854","16543073"]]	TP53	[["7661803","7674182"]]
AC105219.4	[["143758226","143758463"]]	TP53	[["7661779","7674182"]]
AC106791.1	[["137811063","137811301"]]	TP53	[["7661779","7674182"]]
AC106801.1	[["157566704","157568218"]]	TP53	[["7661779","7662005"]]
AC107375.1	[["140506078","140506317"],["140506382","140506613"]]	TP53	[["7661780","7674182"]]
AC108052.1	[["133261673","133261905"]]	TP53	[["7661785","7662013"]]
AC108053.1	[["139769635","139769871"]]	TP53	[["7661781","7674182"]]
AC108169.1	[["179924160","179924400"]]	TP53	[["7661779","7674182"]]
AC108215.1	[["56662499","56662733"]]	TP53	[["7661780","7674182"]]
AC108676.1	[["194497094","194497285"]]	TP53	[["7661825","7674182"]]
AC109460.2	[["28952818","28952981"]]	TP53	[["7661836","7662005"]]
AC110615.1	[["75832448","75832685"]]	TP53	[["7661780","7674182"]]
AC110926.1	[["127247433","127247658"],["127249706","127249940"]]	TP53	[["7661779","7674182"]]
AC113615.1	[["6203046","6203276"]]	TP53	[["7661787","7674182"]]
AC114267.1	[["15806753","15806983"]]	TP53	[["7661786","7674182"]]
AC115284.4	[["51932301","51932483"]]	TP53	[["7661835","7674182"]]
AC122129.1	[["17858602","17858826"]]	TP53	[["7661779","7662005"]]
AC123912.2	[["21592127","21592366"]]	TP53	[["7661779","7674182"]]
AC124016.2	[["82346632","82346748"]]	TP53	[["7661969","7674182"]]
AC124242.1	[["18096030","18096245"]]	TP53	[["7661803","7674182"]]
AC124248.1	[["90853240","90853477"]]	TP53	[["7661779","7674182"]]
AC124290.1	[["35997545","35997780"]]	TP53	[["7661779","7674182"]]
AC125807.2	[["3044705","3044944"]]	TP53	[["7661779","7674182"]]
AC126564.1	[["131236784","131237009"]]	TP53	[["7661780","7662003"]]
AC127035.1	[["46584844","46585044"]]	TP53	[["7661803","7662005"]]
AC127459.2	[["23023528","23023764"]]	TP53	[["7661781","7674182"]]
AC131212.3	[["132554710","132554946"]]	TP53	[["7661779","7674182"]]
AC133550.2	[["28862319","28863187"]]	TP53	[["7661785","7674182"]]
AC133552.1	[["25017441","25017645"]]	TP53	[["7661813","7674182"]]
AC137932.3	[["89272463","89272592"]]	TP53	[["7661887","7674182"]]
AC144450.1	[["1620646","1620871"]]	TP53	[["7661779","7662005"]]
AC145098.2	[["177478519","177478746"]]	TP53	[["7661779","7662005"]]
AC145285.2	[["28816673","28816915"]]	TP53	[["7661779","7674182"]]
AC244033.2	[["150046832","150047069"],["150047717","150048456"]]	TP53	[["7661780","7674182"]]
AC245100.4	[["148429156","148429337"]]	TP53	[["7661785","7661966"]]
AC245452.1	[["21951373","21951603"]]	TP53	[["7661779","7674182"]]
ACADL	[["210187532","210187717"]]	TP53	[["7661809","7661993"]]
ACBD7	[["15076521","15076759"]]	TP53	[["7661779","7674182"]]
ACOT11	[["54598624","54598840"]]	TP53	[["7661779","7661995"]]
ACTR3B	[["152812049","152812287"]]	TP53	[["7661779","7674182"]]
AD000813.1	[["36070969","36071070"]]	TP53	[["7661911","7674182"]]
ADA2	[["17179893","17180130"]]	TP53	[["7661779","7674182"]]
ADAL	[["43351188","43351320"]]	TP53	[["7661785","7661915"]]
ADAR	[["154600184","154600415"],["154606087","154606271"]]	TP53	[["7661785","7674182"]]
ADI1	[["3516243","3516429"]]	TP53	[["7661831","7674182"]]
ADIPOQ	[["186856477","186856684"]]	TP53	[["7661785","7661992"]]
ADSL	[["40368688","40368917"]]	TP53	[["7661785","7674182"]]
AF127936.2	[["14748140","14748370"]]	TP53	[["7661787","7674182"]]
AGMAT	[["15572230","15572319"]]	TP53	[["7661929","7674184"]]
AGO3	[["36065371","36065600"]]	TP53	[["7661785","7674182"]]
AIG1	[["143335301","143335515"]]	TP53	[["7661794","7662010"]]
AKT3	[["243612802","243613673"]]	TP53	[["7661779","7674182"]]
AL008720.1	[["48255748","48255982"]]	TP53	[["7661779","7674182"]]
AL021918.5	[["27493507","27493721"]]	TP53	[["7661787","7674182"]]
AL022098.1	[["11291299","11291530"]]	TP53	[["7661785","7674182"]]
AL022311.1	[["37876333","37876543"],["37882764","37882993"],["37886336","37886553"]]	TP53	[["7661785","7674182"]]
AL022322.2	[["38137595","38137833"]]	TP53	[["7661779","7674182"]]
AL022476.1	[["43039096","43039332"]]	TP53	[["7661779","7674182"]]
AL031118.1	[["27404778","27405014"]]	TP53	[["7661779","7674182"]]
AL031283.1	[["15403590","15403820"]]	TP53	[["7661779","7662005"]]
AL031289.2	[["40666786","40667023"]]	TP53	[["7661779","7674182"]]
AL031651.1	[["38103986","38104209"]]	TP53	[["7661779","7662001"]]
AL031846.2	[["39135851","39136088"]]	TP53	[["7661780","7674182"]]
AL034417.4	[["8000061","8000299"]]	TP53	[["7661779","7674182"]]
AL034548.1	[["267856","268092"]]	TP53	[["7661779","7674182"]]
AL049776.1	[["35086216","35086455"]]	TP53	[["7661779","7674182"]]
AL078602.1	[["164149508","164149729"]]	TP53	[["7661779","7662000"]]
AL109946.1	[["107896107","107933030"]]	TP53	[["7661781","7674182"]]
AL117329.1	[["47855860","47856091"],["47974912","47975147"]]	TP53	[["7661779","7674182"]]
AL117339.5	[["38358707","38358943"]]	TP53	[["7661779","7674182"]]
AL121772.1	[["25240445","25240672"]]	TP53	[["7661779","7674182"]]
AL133410.1	[["35787248","35787486"]]	TP53	[["7661779","7674182"]]
AL133467.3	[["95663883","95664119"]]	TP53	[["7661779","7674182"]]
AL133476.1	[["35491711","35491958"]]	TP53	[["7661793","7674182"]]
AL135818.1	[["91251392","91251628"]]	TP53	[["7661779","7674182"]]
AL136171.1	[["231821731","231821957"]]	TP53	[["7661779","7674182"]]
AL137186.2	[["5934398","5934634"]]	TP53	[["7661785","7674182"]]
AL138767.1	[["87610239","87610471"]]	TP53	[["7661785","7674182"]]
AL157414.1	[["57121829","57122056"]]	TP53	[["7661779","7662005"]]
AL157902.2	[["117493557","117493774"]]	TP53	[["7661785","7662001"]]
AL157935.1	[["127938962","127939183"]]	TP53	[["7661785","7662005"]]
AL158212.5	[["112810164","112810387"]]	TP53	[["7661793","7674182"]]
AL161756.1	[["64329900","64330031"]]	TP53	[["7661885","7674182"]]
AL161891.1	[["33846924","33847158"]]	TP53	[["7661785","7674182"]]
AL161910.1	[["89565187","89565426"]]	TP53	[["7661779","7674182"]]
AL161938.1	[["11685539","11685791"]]	TP53	[["7661779","7674182"]]
AL162293.1	[["37682996","37683233"]]	TP53	[["7661780","7674182"]]
AL162391.1	[["126287987","126288219"],["126289546","126289785"]]	TP53	[["7661779","7674182"]]
AL162586.2	[["127759234","127759472"]]	TP53	[["7661779","7674182"]]
AL353608.3	[["68327443","68327622"]]	TP53	[["7661825","7662005"]]
AL353622.1	[["28239787","28240025"]]	TP53	[["7661779","7674182"]]
AL353898.3	[["54033879","54034118"]]	TP53	[["7661779","7674182"]]
AL354707.1	[["6718676","6718914"]]	TP53	[["7661779","7674182"]]
AL354740.1	[["34283223","34283459"]]	TP53	[["7661779","7674182"]]
AL354796.1	[["134298466","134298652"]]	TP53	[["7661833","7674182"]]
AL354809.1	[["39120497","39120746"]]	TP53	[["7661782","7674182"]]
AL354813.1	[["47685557","47685771"]]	TP53	[["7661803","7674182"]]
AL354863.1	[["118248013","118248199"]]	TP53	[["7661831","7674182"]]
AL355001.1	[["19841835","19842008"]]	TP53	[["7661779","7661952"]]
AL355512.1	[["110472688","110472869"]]	TP53	[["7661834","7674182"]]
AL355999.1	[["182837230","182837470"]]	TP53	[["7661785","7674182"]]
AL356481.1	[["128543447","128552370"]]	TP53	[["7661779","7674182"]]
AL357556.1	[["235361630","235361872"]]	TP53	[["7661779","7674182"]]
AL359551.1	[["238535781","238535974"]]	TP53	[["7661808","7662002"]]
AL359764.2	[["241418771","241418901"],["241464499","241464740"]]	TP53	[["7661779","7674182"]]
AL359878.1	[["972060","972284"]]	TP53	[["7661796","7674182"]]
AL360169.2	[["158427881","158428122"]]	TP53	[["7661779","7674182"]]
AL391840.1	[["79482622","79482688"]]	TP53	[["7661950","7674182"]]
AL445483.1	[["200693824","200694016"]]	TP53	[["7661825","7674182"]]
AL445928.2	[["100252282","100252504"]]	TP53	[["7661793","7674182"]]
AL450384.2	[["18541633","18541861"]]	TP53	[["7661779","7662005"]]
AL512631.1	[["11679675","11679822"]]	TP53	[["7661869","7674182"]]
AL513548.3	[["26603317","26603525"]]	TP53	[["7661806","7674182"]]
AL513550.1	[["99431445","99431653"]]	TP53	[["7661793","7662000"]]
AL583810.1	[["104857845","104858080"]]	TP53	[["7661785","7674182"]]
AL590065.1	[["35865253","35865485"]]	TP53	[["7661785","7674182"]]
AL590617.2	[["138695875","138696100"]]	TP53	[["7661779","7662005"]]
AL590666.3	[["156688069","156688308"]]	TP53	[["7661779","7674182"]]
AL591499.1	[["154707126","154707359"]]	TP53	[["7661785","7674182"]]
AL591543.1	[["38650372","38658921"],["38661052","38661270"]]	TP53	[["7661780","7674182"]]
AL592146.2	[["204064727","204064877"]]	TP53	[["7661855","7662005"]]
AL627309.1	[["111124","112701"]]	TP53	[["7661784","7674182"]]
AL627309.5	[["149439","149673"]]	TP53	[["7661784","7674182"]]
AL627316.1	[["90399424","90399641"]]	TP53	[["7661797","7674182"]]
AL662907.2	[["33163056","33163295"]]	TP53	[["7661779","7674182"]]
AL669831.3	[["702107","703686"]]	TP53	[["7661784","7674182"]]
AL691447.2	[["94360706","94360923"]]	TP53	[["7661798","7674182"]]
AL731702.1	[["227790605","227790832"]]	TP53	[["7661779","7662005"]]
AL844892.2	[["86395773","86395977"]]	TP53	[["7661806","7662008"]]
ALDH1B1	[["38398333","38398571"]]	TP53	[["7661779","7674182"]]
ALDH3B1	[["68028438","68028672"]]	TP53	[["7661783","7674182"]]
ALG11	[["52022863","52022919"]]	TP53	[["7661961","7674182"]]
ANAPC16	[["72220091","72220325"]]	TP53	[["7661779","7674182"]]
ANAPC5	[["121333077","121333318"],["121347413","121347630"]]	TP53	[["7661779","7674182"]]
ANGEL2	[["212993068","212993300"]]	TP53	[["7661787","7674182"]]
ANGPT2	[["6507609","6507839"]]	TP53	[["7661793","7674182"]]
ANKDD1A	[["64949972","64957272"]]	TP53	[["7661802","7661975"]]
ANKLE2	[["132737488","132737714"],["132755587","132755817"]]	TP53	[["7661779","7674182"]]
ANKS4B	[["21251964","21252189"]]	TP53	[["7661793","7674182"]]
ANXA11	[["80154119","80154353"]]	TP53	[["7661779","7662010"]]
AP000350.7	[["23871173","23871408"]]	TP53	[["7661779","7662010"]]
AP000437.1	[["61143412","61143621"]]	TP53	[["7661795","7662010"]]
AP000873.2	[["83191329","83191554"]]	TP53	[["7661793","7674182"]]
AP000911.2	[["134036146","134036382"]]	TP53	[["7661779","7662014"]]
AP001056.1	[["44175521","44175885"]]	TP53	[["7661792","7662010"]]
AP001107.1	[["66271249","66271488"]]	TP53	[["7661779","7674182"]]
AP001626.1	[["42648316","42648520"]]	TP53	[["7661790","7661992"]]
AP002495.1	[["71917031","71917261"]]	TP53	[["7661779","7662007"]]
AP002762.2	[["122679855","122680087"]]	TP53	[["7661785","7674182"]]
AP003175.1	[["75078622","75078859"]]	TP53	[["7661779","7674182"]]
AP003352.1	[["98043874","98044109"]]	TP53	[["7661780","7674182"]]
AP003716.1	[["67890524","67890667"]]	TP53	[["7661873","7674182"]]
AP003774.3	[["64395315","64395506"]]	TP53	[["7661807","7661997"]]
AP005230.1	[["2044388","2044612"]]	TP53	[["7661779","7662005"]]
AP006259.1	[["9245352","9245504"]]	TP53	[["7661864","7674182"]]
AP1S3	[["223757390","223757544"]]	TP53	[["7661863","7674182"]]
AP3M1	[["74120537","74120774"]]	TP53	[["7661780","7674182"]]
AP5S1	[["3824707","3824925"]]	TP53	[["7661785","7662003"]]
APAF1	[["98733154","98733387"]]	TP53	[["7661779","7674182"]]
APLP1	[["35870545","35870770"]]	TP53	[["7661793","7674182"]]
APOBEC3F	[["39053005","39053242"]]	TP53	[["7661779","7662006"]]
APOBEC3G	[["39079796","39080038"]]	TP53	[["7661785","7674182"]]
APPBP2	[["60459511","60459747"]]	TP53	[["7661779","7674181"]]
APTR	[["77683283","77683527"]]	TP53	[["7661779","7674182"]]
ARHGAP27	[["45407539","45407759"]]	TP53	[["7661785","7662005"]]
ARHGEF10	[["1870874","1871109"]]	TP53	[["7661782","7674182"]]
ARHGEF12	[["120464772","120465003"]]	TP53	[["7661779","7662013"]]
ARID1B	[["157195835","157196052"]]	TP53	[["7661785","7662003"]]
ARID3A	[["973126","973370"]]	TP53	[["7661779","7674182"]]
ARIH1	[["72590985","72591219"]]	TP53	[["7661779","7674182"]]
ARIH2	[["48924932","48925071"]]	TP53	[["7661863","7662001"]]
ARNT	[["150830149","150830349"]]	TP53	[["7661779","7661975"]]
ARPC5	[["183623795","183624022"]]	TP53	[["7661779","7662005"]]
ASB8	[["48148695","48148920"]]	TP53	[["7661793","7674182"]]
ATAD3B	[["1478026","1478253"]]	TP53	[["7661785","7674182"]]
ATCAY	[["3925768","3926006"],["3926078","3926306"],["3926982","3927213"]]	TP53	[["7661779","7674182"]]
ATF7IP	[["14498878","14499102"]]	TP53	[["7661793","7674182"]]
ATP1A4	[["160182710","160182929"]]	TP53	[["7661799","7674182"]]
ATP5F1A	[["46083745","46083984"]]	TP53	[["7661779","7674182"]]
ATP6V0A1	[["42470884","42471122"]]	TP53	[["7661779","7674182"]]
ATP6V0A2	[["123723475","123723713"],["123733074","123733313"]]	TP53	[["7661779","7674182"]]
ATP6V1E1	[["17595072","17595292"]]	TP53	[["7661785","7662005"]]
ATP8B1	[["57647852","57647943"]]	TP53	[["7661919","7674182"]]
ATXN2	[["111458198","111458373"]]	TP53	[["7661831","7662005"]]
AUTS2	[["70119610","70119716"]]	TP53	[["7661873","7661978"]]
AVIL	[["57805856","57806091"]]	TP53	[["7661779","7674182"]]
BACE2	[["41279357","41279596"]]	TP53	[["7661779","7674182"]]
BBS2	[["56500389","56500624"]]	TP53	[["7661779","7662014"]]
BCAS1	[["53944341","53944565"]]	TP53	[["7661793","7674182"]]
BCAS4	[["50879278","50879516"]]	TP53	[["7661779","7674182"]]
BCDIN3D-AS1	[["49829812","49830037"]]	TP53	[["7661779","7662000"]]
BCL11A	[["60542790","60543029"]]	TP53	[["7661780","7674182"]]
BDH1	[["197510988","197511225"]]	TP53	[["7661780","7674182"]]
BDP1	[["71494782","71494952"]]	TP53	[["7661844","7662014"]]
BFAR	[["14668613","14668834"]]	TP53	[["7661780","7662010"]]
BLOC1S2	[["100273596","100273828"]]	TP53	[["7661786","7674182"]]
BMP7	[["57169802","57170002"]]	TP53	[["7661806","7662005"]]
BMP8A	[["39526358","39526594"]]	TP53	[["7661780","7674182"]]
BOLA3-AS1	[["74150256","74150493"]]	TP53	[["7661780","7674182"]]
BORCS8	[["19178721","19178959"]]	TP53	[["7661779","7674182"]]
BRAF	[["140780954","140781181"]]	TP53	[["7661779","7662010"]]
BRDT	[["91950210","91950449"]]	TP53	[["7661779","7674182"]]
